基金代码,基金名称,名称缩写,基金类型,今年来,近1周,近1月,近3月,近6月,近1年,近2年,近3年,n0,不知道是啥,page_num,数据来源日期,净值,日增长率,total_page_num,手续费,购买起点（元),page_num2,原先手续费,现在手续费
005938,工银精选金融地产混合C,GYJXJRDCHHC,混合型,6.1714,0.5810,-1.1777,18.9304,12.4106,18.0986,,,,,1,2020-08-14,1.3677,1.4313,1,0.00%,100,0,,
005961,博时量化价值股票C,BSLHJZGPC,股票型,20.6828,-0.1090,-2.4629,18.9267,19.5361,32.1557,30.3169,,,,1,2020-08-14,1.2831,1.0076,1,0.00%,100,0,,
003835,鹏华沪深港新兴成长混合,PHHSGXXCZHH,混合型,38.0861,-3.2403,-2.0947,18.9159,28.2051,57.2787,97.0669,98.1567,,,1,2020-08-14,2.15,1.6548,1,0.15%,100,1,1.50%,0.15%
530012,建信积极配置混合,JXJJPZHH,混合型,20.3472,-0.8976,0.0671,18.8597,15.8570,37.1837,52.3250,42.0878,44.4283,,1,2020-08-14,2.9810,1.2224,1,0.15%,100,1,1.50%,0.15%
000567,广发聚祥灵活混合,GFJXLHHH,混合型,26.6015,-0.4695,0.6040,18.8583,22.7368,41.5908,43.2432,35.5026,30.5711,,1,2020-08-14,2.3320,1.3472,1,0.15%,100,1,1.50%,0.15%
002463,创金合信价值红利混合A,CJHXJZHLHHA,混合型,18.5867,0.7729,0.7371,18.8476,18.8351,22.7307,14.2627,,,,1,2020-08-14,1.1344,0.5406,1,0.15%,100,1,1.50%,0.15%
002844,金鹰多元策略混合,JYDYCLHH,混合型,33.3616,-2.7208,-10.1743,18.8343,5.7566,54.6986,80.4870,85.5685,,,1,2020-08-14,1.7269,1.4689,1,0.15%,100,1,1.50%,0.15%
006578,泰康中证港股通非银指数A,TKZZGGTFYZSA,股票指数,0.6679,1.1407,-2.4591,18.8214,3.9124,11.3903,,,,,1,2020-08-14,1.2058,0.4331,1,0.10%,100,1,1.00%,0.10%
000743,红塔红土盛世普益混合发起式,HTHTSSPYHHFQS,混合型,29.6692,1.4835,0.1938,18.8165,13.3723,42.2382,36.3458,24.7223,37.7498,,1,2020-08-14,1.3955,1.3656,0,0.08%,100,1,0.80%,0.08%
112002,易方达策略成长二号混合,YFDCLCZEHHH,混合型,30.1682,-1.2308,-4.6063,18.8162,22.9325,41.5113,48.7845,35.2173,3.8252,,1,2020-08-14,1.2840,1.7433,1,0.20%,100,1,2.00%,0.20%
009049,易方达高端制造混合,YFDGDZZHH,混合型,,-0.1703,5.6925,18.8109,,,,,,,1,2020-08-14,1.2310,1.4003,1,0.15%,100,1,1.50%,0.15%
004763,中科沃土沃嘉混合A,ZKWTWJHHA,混合型,33.7886,-3.4577,0.9291,18.7873,10.6277,38.8566,36.1048,,,,1,2020-08-14,1.1950,0.6316,1,0.12%,100,1,1.20%,0.12%
519039,长盛同德主题混合,CSTDZTHH,混合型,22.5841,-3.0293,-4.4638,18.7790,23.15,40.6541,43.6846,27.2715,19.1404,,1,2020-08-14,1.8406,1.4608,1,0.15%,100,1,1.50%,0.15%
001237,博时上证50ETF联接A,BSSZ50ETFLJA,联接基金,12.2880,0.8835,-0.5116,18.7709,17.6371,22.6086,41.5605,39.6387,45.3632,,1,2020-08-14,1.2446,1.3435,1,0.12%,100,1,1.20%,0.12%
165521,信诚中证800金融指数分级,XCZZ800JRZSFJ,股票指数,3.7037,1.4493,-2.0122,18.7699,12.2245,12.3591,34.3667,20.1589,24.7165,,1,2020-08-14,1.12,1.7257,1,0.12%,100,1,1.20%,0.12%
540012,汇丰晋信恒生龙头指数A,HFJXHSLTZSA,股票指数,13.3006,0.6758,-0.6175,18.7652,17.3273,24.9422,43.6809,48.4368,60.3565,,1,2020-08-14,1.8025,1.1277,1,0.12%,100,1,1.20%,0.12%
002159,东吴国企改革,DWGQGG,混合型,18.6821,-0.5522,-9.0539,18.7645,15.0897,19.2334,20.4930,1.8452,,,1,2020-08-14,1.0266,1.0632,1,0.15%,1000,1,1.50%,0.15%
005737,博时上证50ETF联接C,BSSZ50ETFLJC,联接基金,12.2289,0.8857,-0.5128,18.7548,17.5853,22.4919,41.2790,,,,1,2020-08-14,1.2417,1.3467,1,0.00%,100,0,,
008037,兴银先锋成长混合A,XYXFCZHHA,混合型,25.3993,-1.0723,-0.7304,18.7430,23.1391,,,,,,1,2020-08-14,1.2639,1.3146,0,0.15%,100,1,1.50%,0.15%
004764,中科沃土沃嘉混合C,ZKWTWJHHC,混合型,33.5120,-3.4628,0.9484,18.7285,10.4518,36.4208,33.6034,,,,1,2020-08-14,1.1709,0.6360,1,0.00%,100,0,,
005826,华夏潜龙精选股票,HXQLJXGP,股票型,21.8582,-2.8630,-2.3777,18.7177,23.5859,37.3465,,,,,1,2020-08-14,1.6998,1.1846,1,0.15%,100,1,1.50%,0.15%
008284,易方达全球医药行业(QDII)人民币,YFDQQYYHYQDIIRMB,QDII,,-7.3659,-6.0503,18.7145,29.1692,,,,,,1,2020-08-13,1.2966,-0.43,1,0.15%,100,1,1.50%,0.15%
006579,泰康中证港股通非银指数C,TKZZGGTFYZSC,股票指数,0.4270,1.1298,-2.4878,18.6937,3.7095,10.9836,,,,,1,2020-08-14,1.1994,0.4354,1,0.00%,100,0,,
005848,银华裕利混合发起式,YHYLHHFQS,混合型,24.8722,-2.0889,-5.6572,18.6848,24.0244,39.5773,,,,,1,2020-08-14,1.9545,0.7578,1,0.15%,100,1,1.50%,0.15%
000767,华富国泰民安灵活配置混合,HFGTMALHPZHH,混合型,26.4179,-1.8426,-2.8070,18.6804,20.2975,47.3583,49.9650,33.6887,34.0618,,1,2020-08-14,1.3850,1.5396,1,0.15%,100,1,1.50%,0.15%
005357,富国国企改革灵活配置混合,FGGQGGLHPZHH,混合型,30.6367,-4.4603,-0.0820,18.6729,18.8175,52.0632,71.8750,,,,1,2020-08-14,1.4630,0.9592,0,0.15%,100,1,1.50%,0.15%
002123,北信瑞丰外延增长,BXRFWYZZ,混合型,20.9465,4.3084,0.2179,18.6586,23.7668,30.1887,43.8999,27.0718,,,1,2020-08-14,1.38,2.2980,1,0.15%,100,1,1.50%,0.15%
001209,前海开源一带一路混合A,QHKYYDYLHHA,混合型,35.5030,-2.4148,-5.2414,18.6528,23.4501,57.0286,71.75,44.1763,44.1763,,1,2020-08-14,1.3740,1.9288,1,0.15%,100,1,1.50%,0.15%
080001,长盛成长价值混合,CSCZJZHH,混合型,25.2274,-0.5256,-1.3038,18.6520,15.0456,39.1971,53.0890,42.6669,48.5170,,1,2020-08-14,1.5140,1.2709,1,0.15%,100,1,1.50%,0.15%
210003,金鹰行业优势混合,JYHYYSHH,混合型,46.9342,-4.7629,-8.9681,18.6348,18.9231,64.6538,78.7561,66.7953,57.3205,,1,2020-08-14,1.8596,0.4483,1,0.15%,100,1,1.50%,0.15%
002332,汇丰晋信沪港深A,HFJXHGSA,股票型,20.0601,-2.6789,-2.5511,18.6073,14.0922,42.9162,50.7545,39.2663,,,1,2020-08-14,1.5585,0.6458,1,0.15%,100,1,1.50%,0.15%
005404,创金合信价值红利混合C,CJHXJZHLHHC,混合型,17.9998,0.7548,0.6633,18.6061,18.3654,21.7740,12.3631,,,,1,2020-08-14,1.1079,0.5445,1,0.00%,100,0,,
002080,前海开源一带一路混合C,QHKYYDYLHHC,混合型,35.4635,-2.3995,-5.2267,18.5973,23.3607,56.7708,71.4123,44.0191,,,1,2020-08-14,1.5050,1.8957,1,0.15%,100,1,1.50%,0.15%
360010,光大均衡精选混合,GDJHJXHH,混合型,19.0659,-2.3905,0.2072,18.5915,15.8742,32.2311,43.5928,43.0633,50.8223,,1,2020-08-14,1.5475,1.3093,1,0.15%,100,1,1.50%,0.15%
007300,国联安中证半导体ETF联接A,GLAZZBDTETFLJA,联接基金,55.9775,-2.5209,-11.3553,18.5914,15.8113,114.2326,,,,,1,2020-08-14,2.2428,1.0817,1,0.08%,100,1,0.80%,0.08%
006343,中金MSCI低波动A,ZJMSCIDBDA,股票指数,13.5489,-0.3503,1.0947,18.5760,18.3293,21.1620,,,,,1,2020-08-14,1.4222,1.1019,1,0.10%,100,1,1.00%,0.10%
161620,融通核心价值混合,RTHXJZHH,QDII,33.5801,-3.2378,-1.2626,18.5747,31.5575,32.6548,11.8474,14.7188,4.3826,,1,2020-08-13,0.9384,0.1174,1,0.15%,100,1,1.50%,0.15%
005112,银华中证全指医药卫生,YHZZQZYYWS,股票指数,48.9133,-4.2259,-8.0969,18.5744,34.0133,76.3357,86.8587,,,,1,2020-08-14,2.0760,0.3286,1,0.12%,100,1,1.20%,0.12%
003333,泰信智选成长混合,TXZXCZHH,混合型,37.4286,-2.22,-6.6250,18.5675,24.2413,49.3943,27.9139,0.1624,,,1,2020-08-14,0.9866,1.1897,1,0.15%,100,1,1.50%,0.15%
003434,博时鑫泽灵活配置混合A,BSXZLHPZHHA,混合型,26.7442,-1.3017,1.3364,18.5588,23.6880,44.1502,78.2246,76.6778,,,1,2020-08-14,1.7440,1.1601,1,0.08%,100,1,0.80%,0.08%
008052,工银湾创100ETF联接A,GYWC100ETFLJA,联接基金,14.4971,-0.3567,-0.5039,18.5507,14.4513,,,,,,1,2020-08-14,1.1452,1.1036,1,0.10%,100,1,1.00%,0.10%
004354,益民中证智能消费,YMZZZNXF,股票指数,25.2825,-0.6757,-3.9292,18.5390,13.1793,50.9734,41.9380,23.2186,,,1,2020-08-14,1.2641,1.6730,1,0.10%,100,1,1.00%,0.10%
570005,诺德成长优势混合,NDCZYSHH,混合型,27.8696,0.6894,1.8597,18.5302,25.7293,38.1503,41.9546,48.2797,103.8340,,1,2020-08-14,2.6290,1.0765,1,0.15%,100,1,1.50%,0.15%
002681,金鹰元和灵活配置混合A,JYYHLHPZHHA,混合型,32.3527,-4.5783,-7.9073,18.5221,5.6340,69.1621,56.1648,49.4052,,,1,2020-08-14,1.4756,1.0616,1,0.12%,100,1,1.20%,0.12%
007301,国联安中证半导体ETF联接C,GLAZZBDTETFLJC,联接基金,55.7308,-2.5253,-11.3733,18.5189,15.6618,113.2888,,,,,1,2020-08-14,2.2310,1.0783,1,0.00%,100,0,,
486001,工银全球股票(QDII),GYQQGPQDII,QDII,17.2446,-1.7324,1.7316,18.5159,10.8490,29.9219,36.4807,61.5163,105.0862,,1,2020-08-13,1.6450,-0.3030,1,0.16%,100,1,1.60%,0.16%
006282,上投欧洲动力(QDII),STOZDLQDII,QDII,-5.9436,1.2342,3.6162,18.5067,-7.2267,4.3812,,,,,1,2020-08-13,1.0745,-0.3247,1,0.15%,100,1,1.50%,0.15%
006344,中金MSCI低波动C,ZJMSCIDBDC,股票指数,13.3765,-0.3440,1.0750,18.5058,18.1901,20.8770,,,,,1,2020-08-14,1.4197,1.1110,1,0.00%,100,0,,
008907,添富中证国企一带一路ETF联接A,TFZZGQYDYLETFLJA,联接基金,,0.9174,3.0126,18.4959,,,,,,,1,2020-08-14,1.1660,0.4480,1,0.12%,100,1,1.20%,0.12%
003232,创金合信金融地产A,CJHXJRDCA,股票型,6.8414,0.9741,-4.8348,18.4955,12.6579,18.4053,8.6614,11.3241,,,1,2020-08-14,1.0885,2.4567,1,0.15%,100,1,1.50%,0.15%
161631,融通人工智能指数(LOF)A,RTRGZNZSLOFA,股票指数,41.4314,-1.5359,-5.2212,18.4908,16.0750,70.6992,81.5476,54.3412,,,1,2020-08-14,1.6283,1.8834,1,0.12%,100,1,1.20%,0.12%
233001,大摩基础行业混合,DMJCHYHH,混合型,27.9088,-0.6350,0.2022,18.4633,22.8885,49.8397,75.5043,75.0392,96.6449,,1,2020-08-14,1.1893,1.9546,1,0.15%,100,1,1.50%,0.15%
003435,博时鑫泽灵活配置混合C,BSXZLHPZHHC,混合型,26.5647,-1.3613,1.2813,18.4604,23.6842,43.9742,77.90,76.0147,,,1,2020-08-14,1.7390,1.1635,1,0.08%,100,1,0.80%,0.08%
002333,汇丰晋信沪港深C,HFJXHGSC,股票型,19.6778,-2.6901,-2.5968,18.4583,13.7936,42.1810,49.1577,37.0370,,,1,2020-08-14,1.5229,0.6410,1,0.00%,100,0,,
160218,国泰国证房地产行业指数分级,GTGZFDCHYZSFJ,股票指数,5.5838,3.8385,-1.1660,18.4575,11.4324,19.0536,30.3518,8.8015,-9.3226,,1,2020-08-14,1.1443,1.6162,1,0.10%,100,1,1.00%,0.10%
006240,中融医疗健康混合A,ZRYLJKHHA,混合型,51.3071,-4.5282,-4.6284,18.44,36.2860,68.1474,,,,,1,2020-08-14,2.0894,0.2928,1,0.15%,100,1,1.50%,0.15%
008053,工银湾创100ETF联接C,GYWC100ETFLJC,联接基金,14.2072,-0.3663,-0.5398,18.4344,14.23,,,,,,1,2020-08-14,1.1423,1.0974,1,0.00%,100,0,,
270021,广发聚瑞混合,GFJRHH,混合型,41.3458,-1.0727,-3.4474,18.4153,22.4417,78.3491,108.8950,111.3471,53.2010,,1,2020-08-14,3.7810,0.9074,1,0.15%,100,1,1.50%,0.15%
008038,兴银先锋成长混合C,XYXFCZHHC,混合型,24.3222,-1.0904,-0.8161,18.4071,22.3536,,,,,,1,2020-08-14,1.2518,1.3193,0,0.00%,100,0,,
008908,添富中证国企一带一路ETF联接C,TFZZGQYDYLETFLJC,联接基金,,0.91,2.9805,18.4055,,,,,,,1,2020-08-14,1.1644,0.4399,1,0.00%,100,0,,
002214,中海沪港深价值优选混合,ZHHGSJZYXHH,混合型,11.9669,-1.6908,-1.2136,18.40,13.6871,30.2399,20.1476,29.4427,,,1,2020-08-14,1.6280,0.3081,1,0.15%,100,1,1.50%,0.15%
005434,鹏华睿投混合,PHRTHH,混合型,30.0986,-0.8463,-1.3882,18.3937,25.3914,52.0926,66.5853,,,,1,2020-08-14,1.5699,0.6217,1,0.15%,100,1,1.50%,0.15%
009239,融通人工智能指数(LOF)C,RTRGZNZSLOFC,股票指数,,-1.5440,-5.2555,18.3737,,,,,,,1,2020-08-14,1.6261,1.8796,0,0.00%,100,0,,
008962,建信科技创新混合A,JXKJCXHHA,混合型,,-1.9281,-4.4782,18.3313,,,,,,,1,2020-08-14,1.0580,0.9349,1,0.15%,100,1,1.50%,0.15%
002682,金鹰元和灵活配置混合C,JYYHLHPZHHC,混合型,31.8637,-4.5912,-7.9573,18.3309,5.3147,68.0570,54.1609,46.4698,,,1,2020-08-14,1.4505,1.0520,1,0.00%,100,0,,
005279,华泰紫金红利低波指数发起,HTZJHLDBZSFQ,股票指数,9.6115,1.7814,1.5360,18.3265,16.2814,23.8427,30.7197,,,,1,2020-08-14,1.1370,0.7264,1,0.10%,1000,1,1.00%,0.10%
001723,华商新动力灵活配置混合,HSXDLLHPZHH,混合型,30.8544,-5.0517,-7.7009,18.3119,12.9781,44.3281,43.3276,2.0988,,,1,2020-08-14,0.8270,1.1002,1,0.15%,100,1,1.50%,0.15%
003233,创金合信金融地产C,CJHXJRDCC,股票型,6.3794,0.9590,-4.8973,18.2970,12.2622,17.3533,7.2362,10.9793,,,1,2020-08-14,1.0739,2.4518,1,0.00%,100,0,,
202005,南方成份精选混合A,NFCFJXHHA,混合型,25.6969,-2.1442,-0.4348,18.2945,16.4033,52.3051,55.6985,44.7371,72.8474,,1,2020-08-14,1.2596,1.4334,1,0.15%,100,1,1.50%,0.15%
530015,建信深证基本面60ETF联接A,JXSZJBM60ETFLJA,联接基金,9.8608,1.2634,-2.2816,18.26,13.4283,26.1545,55.1705,50.6718,70.0519,,1,2020-08-14,2.5569,1.2353,1,0.15%,100,1,1.50%,0.15%
110002,易方达策略成长混合,YFDCLCZHH,混合型,29.2320,-1.2104,-4.8004,18.2547,22.1252,40.3888,47.2224,34.6238,-1.1962,,1,2020-08-14,4.2440,1.6527,1,0.15%,100,1,1.50%,0.15%
001364,大成景润灵活配置混合,DCJRLHPZHH,混合型,34.2172,-0.6542,-4.0614,18.2425,23.6047,43.6486,19.5726,1.3346,,,1,2020-08-14,1.0630,1.5282,1,0.15%,100,1,1.50%,0.15%
004456,兴银消费新趋势灵活配置,XYXFXQSLHPZ,混合型,34.0677,0.7315,-5.4384,18.2410,27.7601,43.1933,56.3303,32.9433,,,1,2020-08-14,1.3632,1.2703,0,1.50%,100,99,1.50%,1.50%
000591,中银健康生活混合,ZYJKSHHH,混合型,20.4301,-0.6897,-2.3729,18.2405,14.3505,37.2362,42.7762,40.1947,21.3727,,1,2020-08-14,2.0160,2.1794,1,0.15%,100,1,1.50%,0.15%
005585,银河文体娱乐混合,YHWTYLHH,混合型,18.9147,-2.7859,-10.9813,18.2375,8.3143,30.2132,66.1665,,,,1,2020-08-14,1.6610,0.6789,1,0.15%,100,1,1.50%,0.15%
519180,万家180指数,WJ180ZS,股票指数,10.5717,0.2578,-1.4304,18.2193,15.5348,19.5039,32.1359,23.0422,16.4616,,1,2020-08-14,1.0888,1.2931,1,0.15%,100,1,1.50%,0.15%
900003,中信证券臻选价值成长混合A,ZXZQZXJZCZHHA,混合型,,-1.2662,-0.6507,18.2166,,,,,,,1,2020-08-14,1.4504,0.9817,1,1.50%,100,99,1.50%,1.50%
003658,长盛量化多策略灵活配置混合,CSLHDCLLHPZHH,混合型,13.5325,-1.2987,-3.1484,18.2068,17.3479,30.7692,31.0345,29.3293,,,1,2020-08-14,1.2920,0.8587,1,0.15%,100,1,1.50%,0.15%
001685,汇添富沪港深新价值股票,HTFHGSXJZGP,股票型,26.7938,-2.5820,-0.7818,18.2049,19.4183,39.0438,20.6569,16.1398,,,1,2020-08-14,1.3960,0.7942,1,0.15%,100,1,1.50%,0.15%
040180,华安上证180ETF联接,HASZ180ETFLJ,联接基金,10.6723,0.1853,-1.5509,18.1972,15.5405,19.8541,33.5086,25.2092,19.1468,,1,2020-08-14,1.6758,1.2752,1,0.12%,10,1,1.20%,0.12%
008963,建信科技创新混合C,JXKJCXHHC,混合型,,-1.9418,-4.5232,18.1859,,,,,,,1,2020-08-14,1.0554,0.9373,1,0.00%,100,0,,
001809,中信建投智信物联网A,ZXJTZXWLWA,混合型,42.5622,-6.3360,-7.1588,18.1824,14.2098,102.0598,102.0811,83.7560,,,1,2020-08-14,1.9129,1.2491,1,0.15%,100,1,1.50%,0.15%
005255,浦银安盛港股通量化混合,PYASGGTLHHH,混合型,14.0785,-0.6661,2.1712,18.1762,13.2794,29.5498,19.7414,,,,1,2020-08-14,1.1482,0.6487,0,0.15%,100,1,1.50%,0.15%
006241,中融医疗健康混合C,ZRYLJKHHC,混合型,50.4519,-4.5413,-4.7131,18.1568,35.8294,67.25,,,,,1,2020-08-14,2.0642,0.2866,1,0.00%,100,0,,
006363,建信深证基本面60ETF联接C,JXSZJBM60ETFLJC,联接基金,9.5187,1.2521,-2.3240,18.1087,13.1409,25.5849,,,,,1,2020-08-14,2.5554,1.2320,1,0.00%,100,0,0.00%,0.00%
009161,上投锦程养老五年混合(FOF),STJCYLWNHHFOF,混合-FOF,,-2.9989,0.5165,18.1077,,,,,,,1,2020-08-12,1.1871,-1.0090,1,0.10%,100,1,1.00%,0.10%
006803,嘉实互通精选股票,JSHTJXGP,股票型,15.6829,0.0157,-1.6901,18.1068,16.7216,30.4156,,,,,1,2020-08-14,1.2739,1.1594,1,0.15%,100,1,1.50%,0.15%
004513,海富通沪深300指数增强A,HFTHS300ZSZQA,股票指数,15.7191,0.0393,-1.5402,18.1041,18.3569,19.8964,23.1165,29.8276,,,1,2020-08-14,1.2721,1.6948,1,0.10%,100,1,1.00%,0.10%
001178,前海开源再融资股票,QHKYZRZGP,股票型,24.9842,-1.6958,-0.4043,18.0947,19.5995,46.8703,96.7067,89.7017,141.0449,,1,2020-08-14,1.9710,1.5456,1,0.15%,100,1,1.50%,0.15%
006129,华安中证500低波ETF联接A,HAZZ500DBETFLJA,联接基金,18.8683,-0.3098,-2.90,18.0809,19.5686,27.4343,,,,,1,2020-08-14,1.3192,0.9026,1,0.12%,100,1,1.20%,0.12%
004512,海富通沪深300指数增强C,HFTHS300ZSZQC,股票指数,15.6408,0.0378,-1.5482,18.0771,18.2989,19.5931,30.8308,36.8013,,,1,2020-08-14,1.3227,1.6914,1,0.00%,100,0,,
004636,中信建投智信物联网C,ZXJTZXWLWC,混合型,42.2080,-6.3443,-7.1910,18.0632,13.9808,101.2904,100.5365,86.0188,,,1,2020-08-14,1.9811,1.2470,1,0.00%,100,0,,
001188,鹏华改革红利股票,PHGGHLGP,股票型,17.3521,-0.6791,-1.5152,18.0626,19.2661,29.8557,51.1628,40.6250,32.0542,,1,2020-08-14,1.17,1.9164,1,0.15%,100,1,1.50%,0.15%
161032,富国中证煤炭指数分级,FGZZMTZSFJ,股票指数,-2.7425,0.5454,-5.7258,18.0540,8.9835,2.5109,2.5460,-18.8551,-21.5721,,1,2020-08-14,0.9220,0.2174,1,0.00%,100,0,,
006541,南方成份精选混合C,NFCFJXHHC,混合型,25.0748,-2.1617,-0.5079,18.0508,15.9438,51.0785,,,,,1,2020-08-14,1.2537,1.4238,1,0.00%,100,0,,
006025,诺安优化配置混合,NAYHPZHH,混合型,14.6917,0.9354,0.0789,18.0281,16.7242,33.6995,,,,,1,2020-08-14,1.5215,0.8618,0,0.15%,100,1,1.50%,0.15%
580001,东吴嘉禾优势精选混合,DWJHYSJXHH,混合型,39.0018,-2.2011,-3.7914,18.0258,25.6630,47.8188,58.1579,35.0882,26.8496,,1,2020-08-14,1.1419,1.1247,1,0.15%,1000,1,1.50%,0.15%
005133,兴业量化混合A,XYLHHHA,混合型,12.2095,-1.3347,-3.72,18.0204,18.7431,27.9394,45.5575,,,,1,2020-08-14,1.1828,0.3819,1,0.15%,100,1,1.50%,0.15%
002630,江信瑞福灵活配置混合A,JXRFLHPZHHA,混合型,15.7297,1.0962,3.3075,18.0032,18.7209,29.7121,39.9570,24.7125,,,1,2020-08-14,1.1713,1.4552,0,0.06%,100,1,0.60%,0.06%
006307,嘉实养老2040混合(FOF),JSYL2040HHFOF,混合-FOF,26.2832,-2.2787,0.5663,17.9898,19.6510,40.7867,,,,,3,2020-08-12,1.3852,-1.3320,1,0.08%,100,1,0.80%,0.08%
900079,中信证券臻选价值成长混合C,ZXZQZXJZCZHHC,混合型,,-1.2811,-0.7195,17.9819,,,,,,,1,2020-08-14,1.4487,0.9829,1,0.00%,100,0,,
006231,国融融君混合A,GRRJHHA,混合型,19.0468,-0.6816,-1.4121,17.9807,18.1204,29.2263,,,,,1,2020-08-14,1.3405,1.4301,1,0.12%,100,1,1.20%,0.12%
006130,华安中证500低波ETF联接C,HAZZ500DBETFLJC,联接基金,18.5797,-0.3130,-2.9217,17.9691,19.3383,26.8752,,,,,1,2020-08-14,1.3058,0.9119,1,0.00%,100,0,,
000308,建信创新中国混合,JXCXZGHH,混合型,30.4746,-1.9613,-4.7513,17.9589,14.2476,44.9172,86.8447,63.6480,98.6068,,1,2020-08-14,3.8490,0.9177,1,0.15%,100,1,1.50%,0.15%
160137,南方中证互联网指数分级,NFZZHLWZSFJ,股票指数,28.2057,-1.4596,-8.1214,17.9514,16.6382,52.5177,58.4608,42.2195,10.0790,,1,2020-08-14,1.0329,1.6734,1,0.12%,100,1,1.20%,0.12%
006752,天弘港股通精选A,THGGTJXA,混合型,17.7044,0.3648,4.1059,17.9513,18.6984,30.1691,,,,,1,2020-08-14,1.2931,0.5834,1,0.12%,100,1,1.20%,0.12%
519652,银河鑫利混合A,YHXLHHA,混合型,25.1921,-0.6102,2.0181,17.9404,23.4007,31.4798,38.6944,38.6944,49.1385,,1,2020-08-14,1.4660,0.6868,1,0.08%,100,1,0.80%,0.08%
519706,交银深证300价值ETF联接,JYSZ300JZETFLJ,联接基金,9.8335,0.6676,-1.0778,17.9330,13.5557,25.2076,43.9973,35.4073,36.1057,,1,2020-08-14,2.1110,1.1985,1,0.15%,100,1,1.50%,0.15%
008768,创金上证超大盘量化A,CJSZCDPLHA,股票型,9.4377,0.6244,-1.4125,17.9294,15.1776,,,,,,1,2020-08-14,1.0958,1.5006,1,0.15%,100,1,1.50%,0.15%
006232,国融融君混合C,GRRJHHC,混合型,18.8965,-0.6862,-1.4361,17.9162,17.9965,29.1929,,,,,1,2020-08-14,1.3315,1.4322,1,0.00%,100,0,,
920003,中金新锐股票A,ZJXRGPA,股票型,,0.3182,-1.4880,17.9074,,,,,,,1,2020-08-14,2.6482,1.2773,1,1.50%,100,99,1.50%,1.50%
003492,前海开源外向企业股票,QHKYWXQYGP,股票型,20.7457,-2.8360,-8.6671,17.8758,13.9826,35.1758,34.4710,31.6381,,,1,2020-08-14,1.4184,0.8031,1,0.15%,100,1,1.50%,0.15%
550003,中信保诚盛世蓝筹混合,ZXBCSSLCHH,混合型,19.3407,0.2396,-1.0239,17.8664,19.6887,33.7579,47.6555,37.9628,49.0827,,1,2020-08-14,2.3006,1.5314,1,0.15%,100,1,1.50%,0.15%
006753,天弘港股通精选C,THGGTJXC,混合型,17.4754,0.3584,4.0724,17.8516,18.5131,29.7733,,,,,1,2020-08-14,1.2880,0.5779,1,0.00%,100,0,,
257020,国联安精选混合,GLAJXHH,混合型,48.0817,-0.7936,-2.8594,17.8459,28.6057,76.3298,59.9847,52.0927,61.9075,,1,2020-08-14,1.1250,1.6260,1,0.15%,100,1,1.50%,0.15%
002631,江信瑞福灵活配置混合C,JXRFLHPZHHC,混合型,16.2064,1.0795,3.2626,17.8395,19.2908,29.9711,39.2662,19.9915,,,1,2020-08-14,1.1236,1.4537,0,0.00%,100,0,,
519007,海富通强化回报混合,HFTQHHBHH,混合型,17.8352,1.2685,4.1304,17.8352,19.0062,24.4156,34.3619,19.6005,-4.8659,,1,2020-08-14,0.9580,0.6303,1,0.15%,1000,1,1.50%,0.15%
006119,银华中证央企结构调整ETF联接,YHZZYQJGTZETFLJ,联接基金,9.2473,-0.2022,0.6116,17.8316,14.8767,14.5737,,,,,1,2020-08-14,1.0857,0.9672,1,0.12%,100,1,1.20%,0.12%
166023,中欧瑞丰灵活配置混合(LOF)A,ZORFLHPZHHLOFA,混合型,26.1945,-0.5903,2.9718,17.8209,23.3169,40.1617,84.8586,67.5462,,,1,2020-08-14,1.1451,0.6593,1,0.15%,100,1,1.50%,0.15%
007137,鹏扬元合量化大盘A,PYYHLHDPA,股票型,12.3608,1.2906,-2.1512,17.8179,15.6729,20.2604,,,,,1,2020-08-14,1.2008,1.7110,1,0.15%,100,1,1.50%,0.15%
005447,银华智荟分红收益混合,YHZHFHSYHH,混合型,25.1259,0.0504,-3.9787,17.8063,18.2269,42.9668,39.8475,,,,1,2020-08-14,1.1922,1.5762,1,0.15%,100,1,1.50%,0.15%
006482,广发可转债债券A,GFKZZZQA,债券型,22.1246,-3.0028,-0.6211,17.7966,17.8773,31.3198,,,,,1,2020-08-14,1.3761,1.0798,1,0.10%,100,1,1.00%,0.10%
006603,嘉实互融精选股票,JSHRJXGP,股票型,22.7019,0.2125,-1.9103,17.7874,19.6917,35.6701,,,,,1,2020-08-14,1.2734,1.1518,1,0.15%,100,1,1.50%,0.15%
004965,泓德致远混合A,HDZYHHA,混合型,27.9866,0.3024,0.9354,17.7712,20.6506,44.6346,66.8965,,,,1,2020-08-14,1.7913,1.3351,1,0.12%,100,1,1.20%,0.12%
519653,银河鑫利混合C,YHXLHHC,混合型,24.7219,-0.6135,1.9580,17.7706,22.9342,30.7623,37.2881,36.5168,45.0413,,1,2020-08-14,1.4580,0.6906,1,0.00%,100,0,,
008769,创金上证超大盘量化C,CJSZCDPLHC,股票型,9.0991,0.6079,-1.4614,17.7682,14.8822,,,,,,1,2020-08-14,1.0923,1.4960,1,0.00%,100,0,,
920923,中金新锐股票C,ZJXRGPC,股票型,,0.3111,-1.5270,17.7632,,,,,,,1,2020-08-14,2.6439,1.2756,1,0.00%,100,0,,
